No.,Review,aspek,span,sentimen,ordinal
1624,Lokasinya bisa dilihat dari jalan raya...harga sesuai pemesanan  😂...fasilitas lengkap.. untuk anak anak tempat bermain tersedia... Enak untuk selfie dan wefie... Kalau weekend penuh... Parkiran luas... …,harga,harga,netral,0
1624,Lokasinya bisa dilihat dari jalan raya...harga sesuai pemesanan  😂...fasilitas lengkap.. untuk anak anak tempat bermain tersedia... Enak untuk selfie dan wefie... Kalau weekend penuh... Parkiran luas... …,tempat,tempat,positif,0
1625,"Tempat nyaman, makanan enak, harga comparable tapi kurang pengamanan untuk anak kecil karena saat saya berkunjung melihat anak kecil yang terjebur ketika main di saung dekat kolam. Selain penjagaan dari pihak orangtua seharusnya pihak darmaga sunda juga memberi fasilitas pengamanan agar hal tersebut tidak terulang kembali🙏🏻 …",tempat,tempat,positif,0
1625,"Tempat nyaman, makanan enak, harga comparable tapi kurang pengamanan untuk anak kecil karena saat saya berkunjung melihat anak kecil yang terjebur ketika main di saung dekat kolam. Selain penjagaan dari pihak orangtua seharusnya pihak darmaga sunda juga memberi fasilitas pengamanan agar hal tersebut tidak terulang kembali🙏🏻 …",harga,harga,positif,0
1626,Manatab view nya... harganya saya g tau soalnya di traktir... wkwkwkkk,harga,harganya,netral,0
1627,"Tempatnya enak, masakannya juga enak..
Hanya saja, karena posisinya di pinggir jalan yang banyak debu, jadi banyak debu yang masuk ke dalam dan mengotori meja.. bisa jadi debu itu juga hinggap di …",tempat,tempatnya,positif,0
1628,"tempat makan yg sangat cocok buat keluarga maupun utk berkumpul dg teman dan sahabat, krn tempatnya yg nyaman, asyik, dan indah dg d suguhkan pemandangan hamparan sawah dan pegunungan. Selain itu jg d tambah dg fasilitas yg d sediakan spt tmpt utk …",tempat,tempat,positif,0
1628,"tempat makan yg sangat cocok buat keluarga maupun utk berkumpul dg teman dan sahabat, krn tempatnya yg nyaman, asyik, dan indah dg d suguhkan pemandangan hamparan sawah dan pegunungan. Selain itu jg d tambah dg fasilitas yg d sediakan spt tmpt utk …",tempat,tempatnya,positif,0
1628,"tempat makan yg sangat cocok buat keluarga maupun utk berkumpul dg teman dan sahabat, krn tempatnya yg nyaman, asyik, dan indah dg d suguhkan pemandangan hamparan sawah dan pegunungan. Selain itu jg d tambah dg fasilitas yg d sediakan spt tmpt utk …",tempat,tmpt,positif,0
1630,"Tempatnya enak, makanannya lumayan lah.. 😁 …",tempat,tempatnya,positif,0
1631,"Masakan enak...paket liwet  nya memuaskan. Suasana  malam lebih nyaman...santai. cocok buat kumpul keluarga. Harga  menengah. Satu lagi....anak.anak bisa leluasa  bermain,dijamin tidak jenuh.",harga,harga,netral,0
1632,"Tempatnya strategis ada dipinggir jalan propinsi jalur Bandung Garut,tepatnya di Nagrek,sebelah pom bensin Nagrek,,ada tempat rekreasi buat anak juga,tempat parkirnya sangat luas,,lenak buat kumpul kumpul Ama temen dan keluarga juga,,makanannya pun sangat bervariasi..",tempat,tempatnya,positif,0
1632,"Tempatnya strategis ada dipinggir jalan propinsi jalur Bandung Garut,tepatnya di Nagrek,sebelah pom bensin Nagrek,,ada tempat rekreasi buat anak juga,tempat parkirnya sangat luas,,lenak buat kumpul kumpul Ama temen dan keluarga juga,,makanannya pun sangat bervariasi..",tempat,tempat,positif,1
1633,Tempat  makan bersama dan bermain yang nyaman bersama keluarga,tempat,tempat,positif,0
1634,"saya kira ini tempat hanya ramai didatangi karena ada di jalur wisata, tapi ternyata memang tempatnya bagus dan makanannya enak. tapi harganya lumayan juga untuk di daerah situ.",tempat,tempat,positif,0
1634,"saya kira ini tempat hanya ramai didatangi karena ada di jalur wisata, tapi ternyata memang tempatnya bagus dan makanannya enak. tapi harganya lumayan juga untuk di daerah situ.",tempat,tempatnya,positif,0
1634,"saya kira ini tempat hanya ramai didatangi karena ada di jalur wisata, tapi ternyata memang tempatnya bagus dan makanannya enak. tapi harganya lumayan juga untuk di daerah situ.",harga,harganya,netral,0
1636,Tempatnya enak buat makan bersama..apalagi munggahan maunpuasa gni..tempatnya yg ada d pinggir jalan memudahlan kita dari perjalanan antara garut tasil menuju bandung begitu pula sebaliknya..harganya lumayanlah..pelayanannya ramah dan cepat,tempat,tempatnya,positif,1
1636,Tempatnya enak buat makan bersama..apalagi munggahan maunpuasa gni..tempatnya yg ada d pinggir jalan memudahlan kita dari perjalanan antara garut tasil menuju bandung begitu pula sebaliknya..harganya lumayanlah..pelayanannya ramah dan cepat,harga,harganya,netral,0
1636,Tempatnya enak buat makan bersama..apalagi munggahan maunpuasa gni..tempatnya yg ada d pinggir jalan memudahlan kita dari perjalanan antara garut tasil menuju bandung begitu pula sebaliknya..harganya lumayanlah..pelayanannya ramah dan cepat,pelayanan,pelayanannya,positif,0
1637,Suasananya tempatnya nyaman untuk keluarga,tempat,tempatnya,positif,0
1638,Asyik tempat nya...,tempat,tempat,positif,0
1639,"Tempat nya nyaman, makanan enak, harga lumayan. Pelayanan baik.",tempat,tempat,positif,0
1639,"Tempat nya nyaman, makanan enak, harga lumayan. Pelayanan baik.",harga,harga,netral,0
1639,"Tempat nya nyaman, makanan enak, harga lumayan. Pelayanan baik.",pelayanan,pelayanan,positif,0
1640,"Tempat nyaman buat makan keluarga,anak"" seneng bisa liat ikan warna warni dan masakanya enak pelayanya ramah ramah👍👍👍👍 …",tempat,tempat,positif,0
1640,"Tempat nyaman buat makan keluarga,anak"" seneng bisa liat ikan warna warni dan masakanya enak pelayanya ramah ramah👍👍👍👍 …",pelayanan,pelayanya,positif,0
1641,"Bagus sekali rasanya enak, harganya pas, menu beragam",rasa,rasanya,positif,0
1641,"Bagus sekali rasanya enak, harganya pas, menu beragam",harga,harganya,netral,0
1642,Restoran yg menyediakan makanan cukup lengkap menunya urang sunda tempatnya berupa saung2 yg nyaman buat kita mkn sekelurga😎 …,tempat,tempatnya,positif,0
1643,Makanan lumayan enak harga juga tidak mahal.  Tempat enak tapi bising suka pada dangdutan saran saya kalo mau cari tempat ngadem jangan kesini,harga,harga,positif,0
1643,Makanan lumayan enak harga juga tidak mahal.  Tempat enak tapi bising suka pada dangdutan saran saya kalo mau cari tempat ngadem jangan kesini,tempat,tempat,negatif,1
1644,Suasana tempat nyaman seperti pedesaan 👍🏻 …,tempat,tempat,positif,0
1645,"Tempatnya enak, lega. Makanannya jg enak.",tempat,tempatnya,positif,0
1647,"Dermaga Sunda tempat yg cocok untuk makan /minum & berkumpul bersama keluarga, tempatnya nyaman, pelayanannya ramah...",tempat,tempat,positif,0
1647,"Dermaga Sunda tempat yg cocok untuk makan /minum & berkumpul bersama keluarga, tempatnya nyaman, pelayanannya ramah...",tempat,tempatnya,positif,0
1647,"Dermaga Sunda tempat yg cocok untuk makan /minum & berkumpul bersama keluarga, tempatnya nyaman, pelayanannya ramah...",pelayanan,pelayanannya,positif,0
1649,"Tempat Tenang, harga Mahal

Dermaga Sunda Resto menawarkan pengalaman unik dengan danau kecil yang menawan …",tempat,tempat,positif,0
1649,"Tempat Tenang, harga Mahal

Dermaga Sunda Resto menawarkan pengalaman unik dengan danau kecil yang menawan …",harga,harga,negatif,0
1650,Tempat yang lucu! Tempat duduk kelompok terbagi dikelilingi oleh ikan hidup yang berenang di sekitarnya. Anda bisa menyewa kereta sepeda kecil untuk si kecil berkeliling restoran. Makanannya lumayan. Pelayanannya oke.,tempat,tempat,positif,1
1650,Tempat yang lucu! Tempat duduk kelompok terbagi dikelilingi oleh ikan hidup yang berenang di sekitarnya. Anda bisa menyewa kereta sepeda kecil untuk si kecil berkeliling restoran. Makanannya lumayan. Pelayanannya oke.,pelayanan,pelayanannya,positif,0
1651,"Makanan, pelayanan dan tempatnya bagus tapi lalatnya jadi masalah. Lilin tersebut bukanlah sebuah solusi, mungkin manajemen dapat memikirkan solusi lain untuk hal ini.",pelayanan,pelayanan,positif,0
1651,"Makanan, pelayanan dan tempatnya bagus tapi lalatnya jadi masalah. Lilin tersebut bukanlah sebuah solusi, mungkin manajemen dapat memikirkan solusi lain untuk hal ini.",tempat,tempatnya,positif,0
1652,Senang sekali.. senang berada di sini bersama keluarga atau teman Anda. Disajikan dengan cepat. Liwetnya enak & porsinya besar. Mereka memiliki tempat parkir yang luas,tempat,tempat,positif,0
1653,Cocok untuk makan siang. Nasi liwet yang luas dan lezat. Harga terjangkau👍👍👍👍 …,harga,harga,positif,0
1654,"Tempatnya enak untuk anak-anak, bisa nunggu makan sambil main perahu dan becak. Ini juga sangat enak",tempat,tempatnya,positif,0
1655,Restoran ini memiliki bangunan luas dan unik berbentuk kapal. lokasi sangat strategis di pinggir jalan raya. mempunyai lahan parkir yang luas. harga makanan cukup terjangkau dan menu makanannya banyak variasinya.,harga,harga,positif,0
1656,"Makanan dan minumannya enak, pelayanannya juga bagus. Tempat ini menawarkan pemandangan luar ruangan dan kolam dengan perahu angsa yang bisa kita naiki adalah salah satu tambahan yang bagus. Satu hal yang sangat mengganggu saya adalah …",pelayanan,pelayanannya,positif,0
1656,"Makanan dan minumannya enak, pelayanannya juga bagus. Tempat ini menawarkan pemandangan luar ruangan dan kolam dengan perahu angsa yang bisa kita naiki adalah salah satu tambahan yang bagus. Satu hal yang sangat mengganggu saya adalah …",tempat,tempat,positif,0
1657,"Tempatnya bersih, nyaman dan ramah anak, makanannya enak...menyajikan makanan sunda, makanan barat, makanan indonesia...ada danau atau darmaga di dalam restoran. Di restoran ini Anda bisa bermain becak mini bersama anak-anak Anda...tempat yang sangat indah...",tempat,tempatnya,positif,0
1657,"Tempatnya bersih, nyaman dan ramah anak, makanannya enak...menyajikan makanan sunda, makanan barat, makanan indonesia...ada danau atau darmaga di dalam restoran. Di restoran ini Anda bisa bermain becak mini bersama anak-anak Anda...tempat yang sangat indah...",tempat,tempat,positif,0
1658,"Variasi makanannya banyak, tapi makanan Sunda direkomendasikan. Makanannya enak dan porsinya besar. Menunya terjangkau, terutama untuk rombongan atau keluarga. Direkomendasikan untuk grup dan keluarga. Tempatnya bersih dan udaranya segar, …",tempat,tempatnya,positif,0
1659,"tempat yang nyaman, cocok untuk anak-anak dan keluarga. Ada perahu yang bisa digunakan, goa yang bisa dimasuki, batu di atas air terjun yang bisa dinaiki anak-anak, sangat bagus untuk tempat bermain anak, dan tempatnya sangat luas.",tempat,tempat,positif,1
1659,"tempat yang nyaman, cocok untuk anak-anak dan keluarga. Ada perahu yang bisa digunakan, goa yang bisa dimasuki, batu di atas air terjun yang bisa dinaiki anak-anak, sangat bagus untuk tempat bermain anak, dan tempatnya sangat luas.",tempat,tempatnya,positif,0
1660,"Ini tempat yang bagus untuk keluarga, sahabat..
Dan juga baik untuk tamu kita..
Tapi pelayanannya terlambat..",tempat,tempat,positif,0
1660,"Ini tempat yang bagus untuk keluarga, sahabat..
Dan juga baik untuk tamu kita..
Tapi pelayanannya terlambat..",pelayanan,pelayanannya,negatif,0
1661,"Tempat makan bersama keluarga yang sangat direkomendasikan karena menunya banyak variannya.. Dari beef schnitzel, dimsum hingga mie, sate, kepiting dan tentunya masakan sunda. Untuk menu dan estimasi harga lihat gambar terlampir (per Juni 2019)",tempat,tempat,positif,0
1661,"Tempat makan bersama keluarga yang sangat direkomendasikan karena menunya banyak variannya.. Dari beef schnitzel, dimsum hingga mie, sate, kepiting dan tentunya masakan sunda. Untuk menu dan estimasi harga lihat gambar terlampir (per Juni 2019)",harga,harga,positif,0
1662,"Pemandangan bagus, tempat nyaman dengan colokan listrik cukup di masing-masing, tetapi menu ikan nila bakarnya tidak matang, rasa jus sirsaknya agak pahit (sepertinya …",tempat,tempat,positif,0
1662,"Pemandangan bagus, tempat nyaman dengan colokan listrik cukup di masing-masing, tetapi menu ikan nila bakarnya tidak matang, rasa jus sirsaknya agak pahit (sepertinya …",rasa,rasa,negatif,0
1663,"Ini adalah restoran Family-Friendly dengan konsep unik dan spot yang instragamable. Berikut ulasan singkat saya=
Rasa: 8,5/10 …",rasa,rasa,positif,0
1664,"Sambal favorit saya sambal hejo, suasananya nyaman dan bersih, pelayanan pelayannya ramah, pelayanan makanannya cepat dan gesit. Mesin kasirnya empuk",pelayanan,pelayanan,positif,1
1664,"Sambal favorit saya sambal hejo, suasananya nyaman dan bersih, pelayanan pelayannya ramah, pelayanan makanannya cepat dan gesit. Mesin kasirnya empuk",pelayanan,pelayannya,positif,1
1665,"Makanannya secara keseluruhan enak, tempatnya besar, pelayannya ramah, tempat parkirnya luas, tapi menunggu makanannya agak terlalu lama.",tempat,tempatnya,positif,0
1665,"Makanannya secara keseluruhan enak, tempatnya besar, pelayannya ramah, tempat parkirnya luas, tapi menunggu makanannya agak terlalu lama.",tempat,tempat,positif,0
1666,"#NasiTimbel : Rasa autentik untuk kebersamaan kalian

Nikmati bersama keluarga atau rekan tercinta dengan pemandangan dan suasana yang …",rasa,rasa,positif,0
1668,Tempat yang bagus.. tempat yang nyaman… makanan enak… masih banyak lagi yang akan datang bersama orang yang dicintai,tempat,tempat,positif,1
1669,"layanan yang sangat lambat pada jam sibuk. menurutku spesialisasi mereka ada di menu sunda, aku memesan tom yam pada kunjungan terakhirku dan tidak merekomendasikannya karena bahannya tidak terlalu segar. rasanya enak kok.. …",rasa,rasanya,positif,0
1670,"Sudah dua kali saya dan keluarga mengunjungi tempat ini. Sangat direkomendasikan. Pelayanan bagus, menu bagus, tempat bagus. Banyak permainan untuk anak2 juga",tempat,tempat,positif,1
1670,"Sudah dua kali saya dan keluarga mengunjungi tempat ini. Sangat direkomendasikan. Pelayanan bagus, menu bagus, tempat bagus. Banyak permainan untuk anak2 juga",pelayanan,pelayanan,positif,0
1671,"Restoran ini luar biasa. Saat liburan mengunjungi keluarga, kami mampir untuk makan dan makanannya enak. Banyak tempat parkir. Terdapat batu/air terjun yang bisa dipanjat dan difoto oleh anak-anak, serta terdapat gua untuk dilalui. ada juga …",tempat,tempat,positif,0
1672,"Pesenny es teh manis dikasih teh ngga ada rasa
Minggu lalu juga kesini pesen mie gacoan level 4 dikasih level 2 lain kali dikoreksi lagi pesenan pelanggan",rasa,rasa,negatif,0
1673,Mantap.. yuk kumpul 🤭🤭🤭.. makanannya gak tahan lama.. pelayanan ramah.. parkiran luas.. foto-foto dan becak juga... …,pelayanan,pelayanan,positif,0
1674,"Restoran Sunda dengan area yang luas dan danau kecil serta makanan enak. Pelayanannya cepat tapi harganya cukup mahal. Mereka juga menyewakan perahu bebek dan becak mini, namun kondisinya cukup buruk dan mengecewakan. Sebaiknya pastikan …",pelayanan,pelayanannya,positif,0
1674,"Restoran Sunda dengan area yang luas dan danau kecil serta makanan enak. Pelayanannya cepat tapi harganya cukup mahal. Mereka juga menyewakan perahu bebek dan becak mini, namun kondisinya cukup buruk dan mengecewakan. Sebaiknya pastikan …",harga,harganya,negatif,0
1675,Resto sunda paling unik. banyak spot untuk foto selfie bersama keluarga atau teman. harga setara dengan rasa. pedo pisaaaann. direkomendasikan,harga,harga,positif,0
1675,Resto sunda paling unik. banyak spot untuk foto selfie bersama keluarga atau teman. harga setara dengan rasa. pedo pisaaaann. direkomendasikan,rasa,rasa,positif,0
1677,"Makanan dan pelayanannya top markotop, harga terjangkau pokoknya 👍👍👍 …",pelayanan,pelayanannya,positif,0
1677,"Makanan dan pelayanannya top markotop, harga terjangkau pokoknya 👍👍👍 …",harga,harga,positif,0
1678,"Pemandangannya luar biasa, makanannya enak banget, tempatnya nyaman, pelayanannya cepat, masjidnya luas, toiletnya bersih, banyak spot fotonya, agak mahal tapi worth it... Terima kasih",tempat,tempatnya,positif,0
1678,"Pemandangannya luar biasa, makanannya enak banget, tempatnya nyaman, pelayanannya cepat, masjidnya luas, toiletnya bersih, banyak spot fotonya, agak mahal tapi worth it... Terima kasih",pelayanan,pelayanannya,positif,0
1679,"Ini kedua kalinya saya mengunjungi Darmaga Sunda Resto. Rasanya enak dan pemandangan kolamnya indah dikelilingi saung, sehingga terlihat seperti Darmaga. Menu favorit saya di sini: Bebek bakar, Nasi liwet, Sayur asem, Mendoan, Sambal …",rasa,rasanya,positif,0
1681,Ini tempat yang bagus untuk mengadakan pertemuan,tempat,tempat,positif,0
1682,"Kami makan di sini dalam perjalanan ke Garut. Tak disangka, mereka punya tempat yang luas dengan kolam yang besar, dan anak-anak kami bisa menyewa becak atau perahu bebek. Kami makan dengan gembira. Makanannya juga cukup enak dan harganya masuk akal.",tempat,tempat,positif,0
1682,"Kami makan di sini dalam perjalanan ke Garut. Tak disangka, mereka punya tempat yang luas dengan kolam yang besar, dan anak-anak kami bisa menyewa becak atau perahu bebek. Kami makan dengan gembira. Makanannya juga cukup enak dan harganya masuk akal.",harga,harganya,positif,0
1683,Pelayanannya Ryan sangat membantu dan telah berusaha beberapa mil ekstra untuk membantu kami yang tinggal lebih lama,pelayanan,pelayanannya,positif,0
1684,Salah satu tempat terbaik untuk resto sunda,tempat,tempat,positif,0
1685,"Bagus sekali tempatnya, cocok untuk keluarga, sangat direkomendasikan",tempat,tempatnya,positif,0
